UNITID,YEAR,COHORT,gradRateT_Total,gradRateG_Men,gradRateG_Women,gradRateR_White,gradRateR_Black,gradRateR_Asian,gradRateR_Hispanic,gradRateR_AmInd,gradRateR_NatHawaii,gradRateR_NonResident,gradRateR_2orMore,gradRateR_Unknown
178624,2008,3,0.5,0,0.6,0.5,,,,,,,,
179645,2011,4,0.191,0.242,0.147,0.201,0.111,0.25,0.125,0.333,,,,
139773,2012,3,0.112,0.095,0.126,0.109,0.111,0.15,0.068,0.333,,0.375,0.12,
219091,2010,3,0.533,,0.533,0.533,,,,,,,,
180203,2008,4,0.278,0.238,0.333,0.5,,,,0.25,,,,
196653,2008,4,0.289,0.294,0.288,0.361,0.167,0,0.2,0,,,,
205726,2008,4,0.216,0.182,0.221,0.733,0.122,,0.125,,,,,
213367,2011,3,0.408,0.3,0.483,,,,0.408,,,,,
443915,2009,2,0.214,0.167,0.3,0.25,0,,0.5,,,0.167,,0
197993,2012,2,0.365,,0.365,0,0.368,,0.5,,,,,
160913,2008,4,0.4,0.727,0,0.471,0,,,,,,,
390701,2008,3,0.275,0.222,0.29,0,0.36,0,0.118,0,,,,0.333
206330,2012,2,0.332,0.19,0.56,0.372,0.143,,0,,,,0,0
167376,2010,4,0.13,0.095,0.164,0.159,0.063,0,0.079,0.5,,0.333,,0.074
143215,2009,4,0.205,0.201,0.21,0.218,0.164,0.182,0.167,0.25,,,,
184180,2009,4,0.218,0.174,0.264,0.233,0.143,0.133,0.191,0,,0,,0.241
148849,2010,2,0.222,0.25,0,0.125,,,,,,1,,
240514,2008,4,0.234,0.264,0.214,0.277,,,0.2,0.033,,0.375,,0
137810,2011,2,0.364,0.4,0.333,0.5,,,0,,,,,0
204015,2012,3,0.164,0.048,0.217,0.167,0,1,,,,,,0
445276,2012,3,0.333,0.667,0.167,,0.429,,0,,,,0,
224961,2009,4,0.142,0.129,0.151,0.183,0.026,0,0.132,0.5,,0.333,,
171225,2010,4,0.229,0.189,0.273,0.239,0,0,0.308,0,,0.2,,0.158
182430,2012,2,0.25,0.286,0.214,0.313,0,0.333,0,0,,,,0.2
199768,2008,4,0.25,0.224,0.275,0.256,0.091,,0.5,0,,0,,0
231828,2012,3,0.298,0.333,0.293,0.375,0.297,,0,0,,,,
155210,2010,4,0.159,0.175,0.139,0.166,0.08,0.171,0.128,0.133,,0.289,,0.155
193016,2010,3,0.163,0.147,0.173,0.12,0.115,0.5,0.187,,,,,0.19
240596,2009,4,0.336,0.333,0.337,0.367,0,,0.222,0,,0,,
159416,2008,2,0.147,0.108,0.168,0.174,0.091,0.333,0.2,0.333,,,,0.04
198084,2010,4,0.259,0.269,0.25,0.571,,,,,,0,,0.245
237640,2011,3,0.3,0.364,0.222,0.308,0,,0,,,0.4,,
228608,2008,4,0.113,0.061,0.151,0.13,0.1,0,0.038,0.5,,0.5,,
105747,2010,4,0.166,0.125,0.229,0.196,0.037,0.083,0.1,0.08,,0.5,,0.077
219213,2010,3,0.194,0,0.214,0.185,0,1,,0,,,,
408394,2008,4,0.313,0.329,0.235,0.361,0.211,,0.143,0,,,,
451662,2008,2,0.4,0.375,0.417,,,,,,,,,0.4
224615,2009,4,0.067,0.062,0.069,0.163,0.036,0,0.052,1,,,,0.143
228158,2011,4,0.154,0.129,0.181,0.139,0.079,0.182,0.188,0.111,,0.429,,
430263,2011,2,0.205,0.179,0.25,,0.182,0.25,0.192,0.333,,,,
368443,2011,3,0.246,0.133,0.283,0.216,0.313,0,0.4,,,,,0
147378,2009,4,0.177,0.168,0.186,0.197,0.061,0.143,0.135,0.25,,0.273,,
108667,2008,4,0.18,0.183,0.176,0.235,0.114,0.243,0.085,0,,0.167,,0.207
166133,2008,4,0.205,0.196,0.211,0.241,0.076,0.207,0.1,0.2,,0,,0.154
162283,2012,2,0.17,0.115,0.185,0,0.164,,0.5,,,0.455,,0
190053,2010,4,0.24,0.253,0.229,0.267,0.05,0,0.1,0,,0.25,,0.2
450386,2011,4,0.303,0.4,0.286,0.35,0,,,,,,,0.25
432241,2009,2,0.223,0.262,0.188,0.277,0,0,0.5,0,,0,,0.138
179256,2011,3,0.385,0.286,0.5,0.417,0,,,,,,,
366395,2011,4,0.196,0.177,0.214,0.212,0.088,0.151,0.187,0,,0.286,,0.077
243179,2009,3,0.422,0.244,0.5,,,,0.422,,,,,
242121,2009,4,0.406,0.29,0.485,,,,0.406,,,,,
217040,2009,2,0.529,0.529,,0.529,,,,,,,,
444954,2008,4,0.125,0.137,0.114,0.134,0.077,0,0,0,,1,,0
213525,2012,4,0.137,0.128,0.144,0.157,0.077,0.417,0.062,0.333,,0,0.069,0.063
432232,2011,2,0.226,0.25,0.214,0.333,0.091,0,0.235,0,,0,,0.238
475291,2012,2,0.277,0.3,0.235,0.238,0.125,0,,,,,,0.412
102614,2011,3,0.131,0.123,0.143,0.168,0.182,0.065,0.167,0.06,,0.333,,0.214
237154,2011,3,0.154,0.125,0.174,0.133,0,,0,0,,1,,
242149,2012,4,0.397,0.369,0.423,,,,0.397,,,,,
243188,2008,2,0.403,0.325,0.455,,,,0.403,,,,,
219213,2011,3,0.412,0,0.636,0.538,0,0,0,0,,,,
423476,2011,4,0.119,0.091,0.15,0.111,0.115,,1,0,,,0,0
368443,2010,3,0.242,0.091,0.261,0.212,0.28,0,0.5,0,,,,
178679,2008,3,0.383,0.444,0.368,0.391,,,0,,,,,
138558,2010,3,0.19,0.141,0.242,0.205,0.117,0.25,0.107,0,,0.333,,
403487,2008,4,0.301,0.253,0.368,0.33,0.333,0,0,0,,0,,
108232,2011,3,0.2,0.167,0.217,0.214,0,0.333,0.167,0,,0,,0.286
242130,2012,4,0.39,0.328,0.476,,,,0.39,,,,,
405979,2008,2,0.182,0.18,0.183,0.222,0,0,0.214,0,,0.103,,0.5
157711,2012,4,0.225,0.194,0.246,0.23,0.077,0.111,0.333,0,,,,0.167
129534,2012,2,0.25,0.333,0,0,,,0,,,1,,
184269,2011,2,0.25,0,0.333,0,0,1,,,,,,
446233,2008,2,0.25,0,0.333,0,,,,,,1,,
117627,2011,3,0.25,1,0,0.333,,,0,,,,,
198969,2009,3,0.25,0.333,0,0,1,,0,,,,,
211644,2011,3,0.39,0.421,0.375,0.397,0,,,,,,,
219718,2008,2,0.266,0.174,0.415,0.318,0.209,0,0,0,,0.2,,
117645,2008,4,0.161,0.147,0.173,0.204,0.089,0.219,0.127,0,,0.347,,0.115
196592,2009,3,0.205,0.222,0.197,0.3,0.175,0.148,0.135,0.2,,,,
105349,2010,4,0.1,0.2,0,0.114,1,,0.167,0,,,,0
229355,2012,4,0.143,0.131,0.154,0.174,0.079,0.167,0.189,0.077,,0.467,0,0
151333,2010,2,0.269,0.179,0.318,0.273,0.125,0,0,0,,0,,0.417
222822,2012,4,0.071,0.085,0.059,0.059,0.07,0,0.126,0,,0.111,,1
173799,2009,4,0.157,0.153,0.16,0.162,0.108,0.135,0.1,0,,0.333,,0.273
260901,2008,2,0.389,0.45,0.353,,,,,,,,,0.389
199421,2009,4,0.152,0.215,0.114,0.166,0,0.333,0.1,0.5,,,,0
421009,2009,2,0.201,0.088,0.253,0.215,0.254,0,0.333,0,,0.177,,0.059
142090,2010,2,0.385,0.143,0.667,0.385,,,,,,,,
139463,2009,3,0.161,0.101,0.199,0.159,0.091,0.556,0.091,,,0.222,,
177162,2009,3,0.343,0.343,,0.393,0.5,0,0,0,,,,
199421,2011,4,0.194,0.157,0.222,0.201,0.083,0,0.222,0,,,,0.5
188438,2011,4,0.207,0.19,0.221,0.207,0.111,0.5,0.143,0,,0,,
194657,2008,2,0.5,0.5,,0.579,,,,,,0,,
199333,2011,4,0.161,0.163,0.159,0.194,0.106,0.143,0.273,0.125,,0.143,,0.111
237987,2008,4,0.333,0.4,0.323,0.379,0.143,,,,,,,
163532,2011,2,0.526,0.526,,0.526,,,,,,,,
192165,2009,2,0.526,0.526,,0.526,,,,,,,,
187958,2010,4,0.089,0.105,0.073,0.04,,0.132,0.056,0.083,,1,0,0
209250,2012,4,0.16,0.153,0.166,0.165,0.053,0.2,0.063,0.129,,0,0.2,0.289
190558,2008,3,0.215,0.154,0.273,0.252,0.108,0.203,0.134,,,0.239,,
148876,2012,3,0.246,0.196,0.259,0.2,0.222,0.2,0.255,0,,,,0
231165,2010,2,0.364,0.35,0.5,0.364,,,,,,,,
177250,2009,4,0.234,0.183,0.273,0.234,0,0.333,0,0,,0,,0.32
147378,2011,4,0.16,0.151,0.171,0.174,0.057,0.222,0.142,0.333,,0.167,,
173911,2011,4,0.248,0.283,0.206,0.263,0.111,0,0.133,0,,,0.133,0.2
196033,2008,3,0.211,0.177,0.249,0.231,0.067,0.1,0.067,0,,0.474,,
101541,2011,2,0.38,,0.38,0.387,0.429,,0,,,0,,
247603,2012,4,0.181,0.148,0.216,0.189,0.067,0,0.061,0.214,,0,0,0.5
202189,2008,4,0.296,0.27,0.3,0.691,0.019,0,,,,,,
191986,2008,4,0.304,0.265,0.341,0.322,0.033,0,0.2,0.111,,0,,
116466,2008,3,0.313,0.357,0.091,0.34,0.364,,,,,,,0.111
198367,2008,4,0.097,0.146,0.065,0.104,0.038,1,0.125,0,,,,
226806,2011,3,0.127,0.137,0.117,0.15,0.039,0,0.101,0,,0.571,,0.333
172200,2008,4,0.188,0.163,0.219,0.198,0.095,0.077,0.095,0,,0.333,,0.207
194240,2011,4,0.197,0.167,0.225,0.23,0.095,0.308,0.133,0,,,,0.22
147004,2008,4,0.232,0.174,0.314,0.252,0,0.5,0.103,0,,0,,
232557,2008,3,0.364,0.6,0.167,0.444,0,0,,,,,,
440651,2008,3,0.41,0.333,0.422,,,,0.41,,,,,
195988,2012,4,0.159,0.149,0.167,0.238,0.094,0.5,0.12,0,,,,0.147
445027,2008,3,0.165,0.108,0.202,0.198,0.082,,0.4,0,,,0.333,0.086
191719,2010,4,0.242,0.242,0.243,0.266,0.123,0.241,0.067,0.15,,0,,
208406,2011,4,0.137,0.101,0.177,0.139,0.154,0.083,0.155,0.111,,0.4,0,0.116
139357,2010,4,0.173,0.189,0.165,0.188,0.15,0.429,0.091,,,0,0.188,
199634,2009,4,0.19,0.114,0.264,0.236,0.069,0,0.2,0.429,,,,0.071
151102,2008,2,0.229,0.246,0.215,0.237,0.1,0.158,0.138,0.25,,,,
219602,2009,3,0.28,0.2,0.333,0.417,0.143,0,0.2,,,,,
151209,2009,2,0.368,0.167,0.406,0.382,0.25,,,,,,,
121363,2011,4,0.182,0.168,0.192,0.189,0,0.4,0.187,0.111,,,,0.143
182306,2010,3,0.255,0.333,0.2,0.28,0,0,0.273,0,,,,0.231
160481,2010,4,0.176,0.22,0.133,0.211,0.054,0,0.667,0.111,,,,0
139366,2012,3,0.214,0.1,0.5,0.091,0.667,,,,,,,
139719,2012,3,0.286,0,1,,0.286,,,,,,,
198622,2011,4,0.143,0.15,0.135,0.18,0.078,0.188,0.16,0,,0.333,,0.205
214810,2012,3,0.255,0.227,0.28,0.276,0.2,,0.333,,,,,
176406,2010,2,0.399,0.352,0.421,,0.399,,,,,,,
227146,2012,4,0.147,0.132,0.161,0.172,0.079,0.353,0.193,0.083,,0.25,,
139579,2011,2,0.273,0.333,0.263,0.5,0.2,,,,,0,,0
127909,2010,4,0.219,0.237,0.194,0.236,0,0.308,0.14,0,,0,,0.235
109013,2009,2,0.222,,0.222,,,,,,,,1,0.125
153922,2010,4,0.22,0.233,0.204,0.219,0.083,0,0.231,0,,,0,0.378
448460,2012,4,0.233,0.176,0.556,0.256,0.125,,0.222,,,,,
138840,2012,4,0.235,0.28,0.201,0.333,0.233,0,0.286,,,,,0
414568,2009,2,0.4,0.667,0,0,0.5,,,,,,,
174075,2010,3,0.4,0,0.667,0.5,,,,,,,,0
208035,2009,4,0.4,0,0.667,,,,,,,,0.5,0
164775,2008,4,0.221,0.188,0.253,0.225,0.125,0.333,0.222,0,,0,,0
102368,2012,3,0.288,0.333,0.279,0.467,0.2,0,0,,,,,0
181604,2012,2,0.337,,0.337,0.383,0.125,,0.385,,,,,
127820,2009,4,0.198,0.176,0.218,0.217,0.121,0.245,0.134,0,,0,,0.258
166823,2011,4,0.129,0.114,0.145,0.15,0.058,0.211,0.061,0,,0.429,0.038,0.231
151944,2008,3,0.258,0.125,0.276,0.302,0.105,,0.5,,,,,
203881,2012,4,0.318,0.204,0.395,0.336,0,0,0,,,,,0.313
248882,2008,2,0.333,0,0.4,0.333,,,0.5,,,,,0
200013,2008,3,0.429,0.25,0.458,,,,,,,,,0.429
167321,2011,2,0.402,0.478,0.284,,,,,,,,,0.402
197081,2008,4,0.382,0.19,0.455,0.438,0.1,,0,,,,,
209746,2010,4,0.139,0.13,0.147,0.153,0.039,0.094,0.128,0.118,,0.166,0.333,0.118
101161,2009,4,0.159,0.125,0.183,0.149,0.2,0.125,0.091,0.2,,,,0.333
188304,2008,3,0.237,0.2,0.271,0.296,0,,0.228,0,,,,0.333
240374,2009,2,0.267,0.246,0.284,0.286,0.179,0.125,0.178,0,,0,,
107327,2011,4,0.242,0.248,0.237,0.3,0.07,,0.3,0,,,0.167,
242112,2012,4,0.393,0.445,0.333,,,,0.393,,,,,
235750,2008,4,0.224,0.18,0.256,0.235,0,0.333,0.182,0,,,,0.154
211644,2009,3,0.386,0.4,0.382,0.395,,0,,,,,,
404338,2012,2,0.4,0.333,0.429,,,,,,,0.4,,
232575,2008,4,0.26,0.218,0.296,0.277,0.067,0.333,0.111,0,,,,
414531,2010,3,0.346,0.383,0,0.333,0.5,,,,,,,
243142,2009,2,0.397,0.356,0.412,,,,0.397,,,,,
106713,2011,3,0.357,0.364,0.353,0.397,0.091,,,,,,,
199634,2011,4,0.23,0.2,0.252,0.273,0.186,0,0.179,0.13,,,0,0.111
194611,2012,4,0.274,0.156,0.307,0,0.238,0.338,0.248,,,,,
198321,2008,4,0.277,0.341,0.213,0.28,0.283,,0.167,,,,,
152266,2008,2,0.176,0.169,0.181,0.176,0.077,0.2,0.182,0.4,,,,
198330,2008,4,0.22,0.226,0.215,0.258,0.123,0.158,0.111,,,0.25,,0
241216,2008,2,0.362,0.308,0.529,,,,0.362,,,,,
404082,2011,3,0.118,0.141,0.11,0.141,0.028,0.222,0.133,0.167,,,,0.5
204015,2011,3,0.148,0.08,0.179,0.153,0,1,0,,,,,0
380465,2008,2,0.193,0.163,0.223,0.205,0.333,0,0.231,0,,0,,0.212
162210,2009,2,0.24,0.206,0.259,0.167,0.299,0,0.167,0,,,,0.222
107637,2012,4,0.275,0.16,0.363,0.331,0.231,,0.2,,,,,
242149,2011,4,0.392,0.311,0.465,,,,0.392,,,,,
420398,2012,4,0.139,0.117,0.163,0.131,0.07,0.286,0.153,0.5,,0,0,
197142,2011,3,0.339,0.225,0.393,0.462,0.14,,0,0,,,,0
170541,2011,4,0.109,0.099,0.118,0.115,0.047,0.063,0.056,0.333,,0.5,,0.119
117724,2010,4,0.131,0.163,0.097,0.118,0.074,0.444,0.161,0.333,,,,0.038
161217,2011,2,0.179,0.191,0.169,0.25,0.5,0,,0.167,,,,0.102
434964,2011,2,0.183,0.118,0.217,0.203,0.204,,0.227,0,,0.286,,0.12
151494,2012,3,0.268,0.298,0.143,0.326,0.19,0,0.333,0,,,,0
414531,2012,3,0.344,0.321,0.5,0.393,0,0,0,0,,,,0
243188,2010,2,0.389,0.394,0.385,,,,0.389,,,,,
106980,2008,4,0.269,0.223,0.308,0.282,0.111,0,0.364,0,,,,
210605,2011,4,0.105,0.095,0.116,0.122,0.041,0.211,0.12,0,,0.5,0.154,0.092
233903,2012,4,0.22,0.234,0.209,0.226,0,0.667,0,0,,,0,
390701,2011,3,0.221,0.176,0.245,0.203,0.247,0,0.214,0,,,,0.25
442338,2008,4,0.303,0.3,0.32,0.286,0.347,,,,,,,0
183257,2011,2,0.5,0,0.556,0.5,,,,,,,,
203757,2011,3,0.5,,0.5,0.556,,,0,,,,,
154262,2009,4,0.5,,0.5,0.556,,,0,,,,,
143279,2008,4,0.229,0.199,0.257,0.239,0.056,0,0.242,0.333,,,,
196699,2009,4,0.247,0.21,0.284,0.26,0.133,0.25,0.171,0,,,,
229018,2008,2,0.31,0.222,0.373,0.309,0,0,0.341,0,,,,
206631,2010,3,0.319,0.309,0.353,0.352,0.222,,,,,,,
213525,2010,4,0.162,0.125,0.198,0.181,0.018,0.25,0.09,0,,0.2,0.167,0.163
206330,2008,2,0.29,0.241,0.378,0.291,0.353,,,0,,0,,
232946,2009,4,0.155,0.124,0.189,0.154,0.11,0.178,0.132,0.235,,0.276,,
168847,2008,2,0.122,0.172,0.101,0.13,0.027,1,0,,,,,0
206695,2011,3,0.23,0.256,0.193,0.262,0.103,0,0.222,,,,,0.286
241951,2011,2,0.389,0.36,0.414,,,,0.389,,,,,
199582,2011,2,0.234,0.205,0.264,,0.223,,0,,,0.625,,
141255,2008,4,0.313,0.343,0.28,0.341,0.274,0,0,0,,,,0
227146,2009,4,0.183,0.136,0.23,0.218,0.084,0.1,0.272,0.111,,0.217,,
127200,2008,4,0.174,0.133,0.214,0.17,0.105,0.227,0.238,0.077,,0.04,,0.172
179715,2010,4,0.271,0.308,0.251,0.276,0.444,,0,0,,,,
139074,2012,2,0.4,0.5,0.25,,0.4,,,,,,,
106485,2010,3,0.324,0.233,0.395,0.37,0.227,,,,,,,
126924,2008,4,0.145,0.5,0.127,0.11,0,,0.667,,,,,
225070,2009,4,0.172,0.15,0.19,0.188,0.105,0,0.12,0.069,,0.222,,0.333
183026,2011,3,0.311,0.36,0.278,0.327,0,,,,,,,0.273
423652,2009,4,0.15,0,0.273,0.125,,,0,1,,,,
414708,2008,3,0.25,0.333,0.227,0.238,0.5,,,0,,,,0
243212,2008,3,0.388,0.348,0.424,,,,0.388,,,,,
243106,2012,2,0.396,0.317,0.439,,,,0.396,,,,,
140304,2012,4,0.19,0.223,0.166,0.258,0.16,0,0,0.333,,0,,0.217
409069,2011,3,0.229,0.197,0.417,0.235,0.219,0,0.25,,,,,0
101602,2010,4,0.258,0.214,0.295,0.285,0.162,0,0.333,,,,,0
158431,2010,4,0.119,0.107,0.127,0.153,0.06,0.143,0.2,0.429,,,,0.208
197850,2010,4,0.214,0.18,0.238,0.224,0.207,0.4,,,,0,,0.083
156790,2009,4,0.249,0.226,0.264,0.243,0.25,,,,,,,0.314
191083,2009,4,0.188,0.173,0.207,0.218,0.093,0.132,0.128,0.12,,0.286,,
189574,2012,4,0.211,0.172,0.23,0.269,0.127,0,0.286,0.25,,,,0
155007,2011,3,0.241,0.125,0.286,0.5,0,0,0.393,,,0,,
181604,2008,3,0.289,,0.289,0.3,0.167,,0.5,,,,,
173735,2009,4,0.303,0.299,0.311,0.382,0,0.25,,0,,,,0
231077,2009,2,0.378,0.211,0.556,0.4,0,,,,,,,
243443,2010,2,0.4,0.285,0.46,,,,0.4,,,,,
179326,2008,3,0.5,0,0.545,0.5,,,,,,,,
190628,2012,4,0.164,0.151,0.174,0.2,0.122,0.22,0.14,0.1,,0.273,,
364016,2009,4,0.167,0.153,0.179,0.15,0.25,0.167,0.192,,,,,0.286
145521,2008,4,0.319,0.272,0.359,0.344,0.107,0,0.143,,,,,
439136,2008,4,0.388,0.391,0.333,0.432,0,,,,,,,0
226019,2010,4,0.143,0.127,0.159,0.156,0.093,0.182,0.156,0,,0.364,,0.164
199625,2011,4,0.232,0.214,0.243,0.288,0.122,,0.444,0,,,,0
150172,2011,2,0.283,0.273,0.292,0.409,0,,0.286,,,,,
194222,2012,4,0.177,0.172,0.184,0.21,0.088,0.111,0.139,0.071,,0.313,,0.078
160038,2012,3,0.196,0.211,0.19,0.151,0.224,,0,,,,,0.571
151078,2008,4,0.215,0.25,0.203,0.208,0.667,0,,,,,,0
196042,2009,3,0.225,0.18,0.27,0.269,0.17,0.063,0.22,0,,0,,0.146
217059,2009,3,0.364,0.25,0.429,0.5,0,,0,,,,,
190451,2009,4,0.4,0.333,0.409,0.4,,,,,,,,
156860,2010,4,0.174,0.195,0.162,0.156,0.165,0.25,0.143,,,,,0.297
238263,2008,3,0.257,0.276,0.232,0.281,0.078,0.069,0.133,0.125,,,,0.091
413857,2012,3,0.329,0.339,0.273,0.37,0.231,0,0,0,,,,
194666,2008,2,0.514,0.514,,0.514,,,,,,,,
104708,2011,4,0.153,0.153,0.153,0.184,0.078,0.128,0.138,0.059,,0.111,0.294,0.09
100724,2012,2,0.263,0.194,0.32,0.5,0.264,,0,,,,,0
153737,2011,4,0.22,0.211,0.231,0.236,0.045,0.194,0.083,0.067,,,0,0.254
160685,2008,4,0.25,0.571,0.077,0.5,0.143,,,,,,,
106412,2012,2,0.278,0.228,0.329,0.429,0.277,,0,,,,,
129756,2009,4,0.07,0.068,0.072,0.072,0.027,0,0,,,1,,0.231
443474,2009,2,0.207,0.2,0.211,0.143,0.273,,0,,,0.077,,0.429
233639,2008,4,0.202,0.329,0.132,0.248,0.128,,0.5,,,,,
155007,2010,3,0.215,0.182,0.233,0.5,0.129,0,0.28,,,0,,
134149,2009,2,0.219,0.194,0.228,0.188,0.226,0,0.24,0,,,,0.244
147004,2011,4,0.265,0.231,0.313,0.272,0,0,0.258,0,,0.2,,
241410,2008,2,0.397,0.293,0.452,,,,0.397,,,,,
237385,2011,3,0.37,0.313,0.455,0.4,,,0,,,,,0
405872,2009,4,0.197,0.199,0.196,0.203,0,0.333,0.077,0.333,,,,0
161235,2010,2,0.26,0.224,0.284,0.27,0,,,0,,0.5,,
262031,2012,4,0.163,0.155,0.171,0.178,0.019,0.1,0.095,0,,0.2,0.333,0.124
146685,2011,4,0.201,0.193,0.209,0.213,0.097,0,0.375,0,,0.25,,
157058,2008,3,0.333,0,0.438,0.5,0.267,,,,,,,
177250,2008,4,0.231,0.197,0.257,0.227,0,0.333,0,0,,,,0.292
232937,2009,3,0.235,0.333,0.228,0.333,0.241,,0,,,,,0.167
235750,2010,4,0.239,0.171,0.301,0.259,0,0,0.267,0,,,,0.3
126863,2012,4,0.148,0.163,0.128,0.201,0.11,0.071,0.048,0,,0.5,,0.167
180249,2011,4,0.186,0.211,0.17,0.187,0,0.2,0,0.182,,,,0.4
440341,2011,3,0.193,0.172,0.214,0.667,0.1,,0,,,,,0.19
214801,2012,3,0.286,0,0.5,0.25,0.5,0,0,,,,,
214786,2008,3,0.292,0.25,0.375,0.333,0.286,0,,,,,,
151500,2011,3,0.317,0.276,0.571,0.372,0,0,0,,,,,0
214634,2009,2,0.382,0.462,0.31,0.382,,,,,,,,
167376,2012,4,0.158,0.122,0.195,0.192,0.095,0,0.089,0,,0.4,0.125,0.16
243841,2011,4,0.388,0.32,0.439,,,,0.388,,,,,
234377,2009,4,0.347,0.31,0.372,0.363,0.143,,0,0,,0,,
139773,2011,3,0.14,0.122,0.157,0.136,0.071,0.267,0.163,0,,0.278,0.2,
447476,2011,3,0.167,0.5,0.1,0.1,0.667,,,0,,,,
182306,2011,3,0.229,0.21,0.245,0.237,0,0,0.28,0,,,,0.333
418889,2008,4,0.348,0.4,0,0.357,0.429,0,0,,,,,
366395,2012,4,0.191,0.174,0.209,0.217,0.086,0.25,0.137,0,,0.115,,0.155
437042,2009,3,0.343,0.389,0.111,0.321,0.37,,,,,,,0
436483,2012,2,0.2,0,0.333,0,,,,,,,,1
164207,2012,3,0.2,0.333,0,0,1,,,,,,0,
176008,2011,4,0.201,0.208,0.194,0.241,0.189,0,0.167,0.333,,,,0
100724,2011,2,0.262,0.204,0.309,0.294,0.264,0,0.2,0,,0,,
142559,2008,4,0.159,0.157,0.161,0.168,0.063,0.4,0.125,0.111,,0.088,,0.1
126711,2012,3,0.218,0.195,0.268,0.227,,0,0.174,0.25,,0,,0.2
199768,2011,4,0.223,0.219,0.227,0.225,0,,0.538,0,,,,0.1
224891,2011,4,0.225,0.245,0.203,0.217,0.1,0,0.292,0,,0.25,,
158802,2012,2,0.311,0.222,0.353,,0.313,0,0.333,,,,,
242617,2012,2,0.387,0.313,0.445,,,,0.387,,,,,
198756,2009,2,0.383,0.35,0.414,,0.384,,,,,,,0
208406,2008,4,0.162,0.127,0.202,0.169,0.125,0.16,0.128,0,,0.333,,0.125
156231,2010,4,0.213,0.276,0.167,0.209,0.333,,0,,,,,0.333
139205,2012,2,0.232,0.122,0.345,0.265,0.174,,0,,,0.25,,0.143
122728,2009,2,0.292,0.091,0.462,0.353,0,0,0.333,,,,,
105792,2010,4,0.125,0.167,0.096,0.188,0.098,0.5,0.125,0,,0,,0.231
104160,2009,4,0.177,0.196,0.159,0.238,0.14,0.154,0.188,0.125,,0.108,,0.045
146010,2012,2,0.155,0.091,0.192,0.207,0.09,0.5,0.224,,,,0.071,0
104708,2012,4,0.142,0.147,0.137,0.172,0.118,0.17,0.108,0.143,,0.143,0.174,0.075
207740,2008,4,0.196,0.244,0.165,0.21,0.15,,0,0.189,,0.375,,
190442,2012,4,0.257,0.247,0.267,0,,,,,,0.5,,0.258
233611,2009,2,0.305,0.253,0.356,0.342,0,0,0,0,,0.273,,0
204866,2009,2,0.351,0.255,0.419,0.361,0.143,0,0,0,,,,
194222,2009,4,0.163,0.135,0.198,0.19,0.062,0,0.081,0.154,,0.4,,0.145
204820,2012,2,0.299,0.167,0.418,0.311,0.333,0,0,0,,,,
384379,2008,4,0.191,0.145,0.215,0.257,0.053,0.333,0,0.333,,,,0
146816,2010,4,0.286,0,0.333,0.375,0.2,,0.333,,,,,
198729,2009,4,0.292,0.412,0.203,0.305,0.315,0,0,,,,,0
231651,2011,2,0.333,0.25,0.5,0.444,0,,,,,,,0
129543,2009,4,0.074,0.067,0.08,0.1,0.027,0,0.056,0.5,,0.571,,0.051
218654,2008,3,0.214,0.12,0.272,0.182,0.306,0,0.25,,,0,,0.182
234979,2012,3,0.235,0.207,0.257,0.263,0.1,0.111,0.199,0,,0,,0.154
169992,2008,4,0.329,0.314,0.343,0.34,0,0,0,0.2,,,,0
155496,2012,2,0.373,0.342,0.414,0.397,,0,0,0,,,,
213057,2009,4,0.139,0.167,0.119,0.75,0.286,,0.064,,,,,0
151342,2012,3,0.171,0.158,0.176,0.153,0.667,0,0.2,,,,,0
218353,2011,4,0.075,0.074,0.076,0.083,0.062,0,0.122,0,,1,,0.033
162168,2011,4,0.121,0.101,0.137,0.154,0.012,,0,1,,,,0
126289,2012,4,0.17,0.198,0.141,0.194,0.063,0.25,0.109,0,,0.333,,0.067
237701,2009,3,0.219,0.185,0.256,0.244,0.121,0.5,0,0,,0,,
117928,2012,3,0.286,0.286,0.286,0.667,,0,0,0,,,,0
214704,2009,3,0.288,0.309,0.24,0.288,0.4,0,,,,0,,
226930,2010,4,0.09,0.047,0.134,0.077,0.061,0,0.115,1,,0,,0
190673,2008,4,0.131,0.108,0.152,0.162,0.087,0.17,0.076,0.429,,0.209,,
165033,2011,4,0.182,0.158,0.205,0.187,0.097,0.316,0.189,0,,,0,0.19
203757,2009,2,0.3,0.143,0.348,0.333,0,,,,,,,0.4
219091,2009,3,0.381,0.333,0.389,0.421,,,,,,0,,
170657,2010,4,0.141,0.121,0.163,0.152,0.103,0.167,0.075,0.308,,0.167,,0.126
175810,2008,4,0.148,0.151,0.146,0.148,0.147,0.2,0,0.333,,,,0.25
106713,2011,2,0.316,0.4,0.222,0.385,0.2,,0,,,,,
190673,2012,4,0.159,0.131,0.181,0.228,0.103,0.246,0.119,0.138,,0.217,,
217989,2010,4,0.13,0.124,0.137,0,0.131,0,1,,,0,,
203678,2012,4,0.18,0.224,0.155,0.196,0.052,0.5,0,0,,,,0.214
183071,2009,3,0.377,0.447,0.29,0.406,0,0,0,,,,,0
243212,2011,2,0.385,0.344,0.406,,,,0.385,,,,,
103787,2009,2,0.136,0.154,0.111,0,0,1,0,0.118,,,,
160995,2008,4,0.276,0.167,0.295,0.281,0.5,,0,0,,,,0
